carat,cut,color,clarity,depth,table,x,y,z,price
1.2,Very Good,I,SI1,62.8,57.0,6.7,6.74,4.22,5408
0.53,Ideal,D,SI1,60.4,57.0,5.28,5.31,3.2,2021
0.3,Premium,H,VVS1,62.5,59.0,4.29,4.26,2.67,878
1.22,Ideal,H,SI1,62.1,56.0,6.87,6.81,4.25,6388
1.23,Good,J,SI2,63.2,57.5,6.74,6.82,4.29,4992
0.69,Premium,H,SI1,62.8,58.0,5.65,5.62,3.54,1822
0.31,Ideal,G,VVS1,62.3,56.0,4.34,4.37,2.71,772
0.4,Ideal,H,VVS2,60.8,55.0,4.82,4.79,2.92,1125
0.41,Very Good,F,VVS1,63.3,55.0,4.7,4.74,2.99,1143
0.34,Premium,G,VS2,61.2,59.0,4.43,4.49,2.73,596
1.45,Premium,D,SI1,62.2,58.0,7.12,7.03,4.4,10800
0.56,Ideal,E,VS2,61.5,57.0,5.3,5.27,3.25,1915
1.51,Ideal,I,VS1,61.6,56.0,7.37,7.43,4.56,10576
1.15,Premium,E,SI2,61.7,60.0,6.78,6.7,4.16,4328
1.25,Premium,H,SI2,62.1,58.0,6.93,6.86,4.28,5950
1.01,Premium,H,SI1,62.1,60.0,6.43,6.39,3.98,4439
0.81,Premium,G,SI2,59.0,57.0,6.14,6.1,3.61,2274
0.82,Premium,E,SI2,62.0,59.0,6.02,5.94,3.71,2593
1.0,Ideal,H,SI2,58.3,61.0,6.56,6.61,3.84,4390
0.31,Very Good,H,VS2,63.0,57.0,4.32,4.34,2.73,489
0.3,Very Good,I,VS1,62.0,58.0,4.25,4.3,2.65,473
1.52,Premium,J,VS1,62.2,59.0,7.32,7.38,4.57,8426
0.36,Very Good,G,VS1,61.8,56.0,4.57,4.6,2.84,741
1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,3399
1.01,Premium,H,SI2,61.1,59.0,6.54,6.46,3.97,4242
0.59,Very Good,E,VS1,60.0,56.0,5.46,5.5,3.29,2021
1.01,Very Good,F,SI2,63.4,60.0,6.33,6.26,3.99,3563
0.4,Ideal,G,IF,61.8,55.0,4.75,4.79,2.95,1239
1.12,Very Good,E,VS2,62.8,57.0,6.61,6.64,4.16,7589
1.08,Ideal,E,VVS1,61.5,58.0,6.57,6.64,4.06,13994
1.5,Ideal,F,SI1,62.0,60.0,7.32,7.29,4.53,12466
0.35,Ideal,G,IF,61.8,56.0,4.57,4.52,2.81,1041
0.73,Ideal,I,VS1,62.1,55.8,5.77,5.81,3.6,2302
0.34,Premium,E,SI1,59.3,58.0,4.55,4.59,2.71,596
2.0,Very Good,J,VS1,61.0,51.6,8.14,8.18,4.97,13203
1.16,Ideal,G,SI2,61.9,56.0,6.77,6.73,4.18,4969
0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,1125
0.72,Very Good,F,VS1,62.2,57.0,5.7,5.74,3.56,3229
0.7,Fair,I,VS2,64.7,60.0,5.55,5.49,3.57,2117
0.7,Ideal,G,SI2,62.6,56.0,5.69,5.66,3.55,2268
1.02,Good,F,SI2,64.1,60.0,6.25,6.29,4.02,4179
0.64,Premium,D,SI1,62.3,58.0,5.53,5.49,3.43,2074
1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,4932
0.23,Premium,E,VVS1,61.3,60.0,4.01,3.95,2.44,680
0.71,Very Good,J,SI1,59.2,58.0,5.86,5.9,3.48,1932
1.04,Ideal,I,SI1,61.7,57.0,6.49,6.54,4.02,4344
1.19,Premium,G,VS2,58.9,61.0,6.88,6.81,4.03,7397
0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,3312
1.18,Premium,G,VVS2,61.0,58.0,6.79,6.84,4.16,7881
0.58,Ideal,F,VS2,62.1,56.0,5.33,5.37,3.32,1666
0.25,Very Good,F,VVS2,59.4,57.0,4.1,4.12,2.44,575
0.3,Ideal,F,VVS1,62.5,57.0,4.26,4.29,2.67,814
0.4,Ideal,H,SI1,62.6,52.0,4.73,4.76,2.97,705
0.9,Ideal,E,SI1,62.0,56.0,6.18,6.2,3.84,5450
0.71,Ideal,E,VVS1,61.0,57.0,5.75,5.76,3.51,4860
0.33,Premium,E,VS2,60.6,60.0,4.48,4.43,2.7,928
0.31,Good,G,VVS1,57.5,62.0,4.47,4.54,2.59,849
0.52,Ideal,D,SI1,60.0,56.0,5.24,5.19,3.13,1720
0.9,Premium,G,I1,62.3,53.0,6.16,6.12,3.82,1939
1.07,Very Good,G,SI2,58.5,61.0,6.59,6.71,3.89,4201
0.81,Premium,G,VS1,62.3,56.0,5.95,5.89,3.69,3266
0.38,Ideal,G,SI1,61.9,56.0,4.64,4.67,2.88,639
0.36,Ideal,I,VVS1,61.5,55.0,4.61,4.63,2.84,645
0.32,Good,D,SI1,,56.0,4.37,4.34,2.77,756
2.25,Good,J,SI1,62.4,61.0,8.29,8.35,5.19,15287
0.33,Ideal,F,VVS1,62.1,56.0,4.43,4.46,2.76,828
2.01,Very Good,F,SI2,63.3,59.0,7.98,7.89,5.02,11925
1.12,Premium,H,VS1,61.6,58.0,6.64,4.11,3.7,6115
0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,3992
1.0,Ideal,G,VS1,62.7,54.0,6.37,6.42,4.01,6349
0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,2559
0.7,Premium,E,VVS2,61.0,59.0,5.64,5.71,3.5,3389
0.37,Very Good,E,VS1,62.8,55.0,4.61,4.63,2.9,818
0.31,Ideal,F,VS1,62.1,56.0,4.32,4.35,2.69,680
1.21,Premium,E,VS1,60.3,58.0,6.95,6.91,4.18,10137
0.5,Very Good,H,VS2,63.0,55.0,5.05,5.08,3.19,1209
1.67,Premium,H,SI2,62.6,60.0,7.57,7.52,4.72,8118
0.58,Very Good,E,VS1,62.9,54.0,5.31,5.34,3.35,2082
2.29,Premium,H,VS2,61.6,60.0,8.45,8.43,5.2,17539
1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,6695
0.32,Ideal,E,VS1,61.8,55.0,4.4,4.43,2.73,758
0.57,Good,E,SI2,58.5,61.0,5.4,5.43,3.17,1214
0.3,Ideal,F,IF,62.2,57.0,4.3,4.32,2.68,886
0.5,Premium,E,VS2,59.3,62.0,5.25,5.18,3.09,1684
0.77,Ideal,H,VS2,60.9,56.0,5.89,5.94,3.61,3332
0.41,Ideal,D,SI1,62.7,56.0,4.73,4.78,2.98,791
0.3,Ideal,D,VVS2,61.6,58.0,4.29,4.32,2.65,814
0.41,Premium,E,VS1,59.9,58.0,4.83,4.88,2.91,1079
2.19,Good,I,SI2,63.7,57.0,8.23,8.19,5.23,11522
2.43,Premium,J,VS2,62.2,57.0,8.63,8.54,5.34,18692
0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3007
0.62,Very Good,G,VS1,60.1,58.0,5.52,5.54,3.32,2161
0.54,Premium,G,SI2,61.4,59.0,5.24,5.21,3.21,1195
1.01,Very Good,H,SI1,61.8,59.0,6.37,6.41,3.95,4876
0.36,Very Good,E,VS2,62.1,59.0,4.55,4.59,2.84,789
2.0,Premium,H,SI2,58.9,57.0,8.09,58.9,8.06,12210
0.36,Ideal,J,SI1,62.3,53.0,4.59,4.62,2.87,439
0.54,Ideal,G,IF,,57.0,5.26,5.28,3.22,2289
0.39,Ideal,F,VS2,62.1,53.0,4.73,4.77,2.95,828
0.41,Very Good,F,SI1,63.1,56.0,4.73,4.69,2.97,878
1.02,Ideal,G,SI1,60.3,56.0,6.57,6.54,3.95,4708
0.32,Very Good,D,SI1,63.2,54.0,4.38,4.36,2.76,756
0.93,Ideal,F,SI2,61.9,57.0,6.21,6.25,3.86,3941
1.65,Premium,F,SI2,60.5,61.0,7.7,7.65,4.64,9693
1.21,Ideal,G,VS1,61.4,56.0,6.84,6.9,4.22,8824
0.3,Premium,G,VVS1,60.5,59.0,4.33,4.36,2.63,789
1.05,Very Good,J,SI2,60.9,60.0,6.51,6.59,3.99,3395
1.64,Ideal,G,VS2,61.5,56.0,7.59,7.62,4.68,16297
1.7,Premium,H,SI1,62.5,60.0,7.54,7.49,4.7,11709
0.34,Ideal,D,VS2,62.0,55.0,4.45,4.49,2.77,805
1.16,Ideal,H,SI1,62.2,54.0,6.72,6.75,4.19,6036
0.55,Premium,F,SI2,60.6,58.0,5.31,5.28,3.21,1263
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,5329
0.35,Premium,I,VS1,61.8,58.0,4.53,4.5,2.79,709
0.31,Premium,H,IF,61.7,58.0,4.36,4.33,2.68,1046
0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,755
0.31,Ideal,D,VS2,62.5,56.0,4.31,4.36,2.71,734
0.33,Ideal,G,VS1,62.1,55.0,4.46,4.43,2.76,854
0.73,Ideal,G,VVS2,62.2,55.0,5.74,5.77,3.58,3183
0.39,Premium,G,IF,59.8,55.0,4.84,4.77,2.87,1271
1.18,Ideal,I,SI1,62.2,56.0,6.85,6.75,4.23,5088
1.01,Premium,G,SI2,62.5,60.0,6.34,6.39,3.98,4249
1.55,Premium,J,VS1,62.6,59.0,7.4,7.35,4.62,8749
0.5,Ideal,E,SI2,60.7,56.0,5.16,5.19,3.14,1359
1.02,Ideal,G,VS2,60.5,57.0,6.51,6.55,3.95,6356
0.5,Very Good,I,SI1,63.5,56.0,5.02,5.06,3.2,1048
0.71,Good,H,SI1,64.0,61.0,5.61,5.54,3.57,2207
1.56,Ideal,I,VS1,61.2,59.0,7.43,7.5,4.57,10399
0.38,Ideal,G,VVS1,61.2,54.0,4.69,4.72,2.88,949
0.7,Good,H,VVS2,63.7,54.0,5.72,5.62,3.61,2427
0.52,Very Good,F,VVS1,61.7,56.0,5.17,5.22,3.2,2205
0.73,Ideal,E,VVS2,61.6,55.0,5.8,5.83,3.58,3535
1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,8319
0.38,Premium,D,VS2,61.6,59.0,4.66,4.62,2.86,998
0.86,Premium,F,SI2,,58.0,6.12,6.15,3.79,2980
1.21,Ideal,G,VVS1,61.0,57.0,6.87,6.93,4.21,10295
0.28,Very Good,H,VS1,61.9,56.0,4.18,4.2,2.59,429
0.63,Very Good,G,SI2,63.3,59.0,5.51,5.31,3.45,1105
0.28,Very Good,H,SI1,61.5,56.0,4.21,4.24,2.6,360
0.55,Ideal,G,SI1,61.3,56.0,5.26,5.31,3.24,1605
0.38,Ideal,F,SI2,61.3,55.0,4.67,4.69,2.87,568
1.01,Fair,F,SI2,67.3,62.0,6.09,6.03,4.08,3597
0.9,Ideal,J,VS1,61.6,55.0,6.24,6.27,3.85,3587
1.01,Very Good,E,SI1,62.3,60.0,6.36,6.39,3.97,5224
1.0,Premium,G,SI2,61.4,61.0,6.35,6.32,3.89,3713
0.79,Premium,H,VVS2,62.6,58.0,5.96,5.9,3.71,2827
0.35,Good,E,VS2,57.8,60.0,4.64,4.67,2.69,711
0.23,Very Good,F,VVS2,63.1,56.0,3.93,3.96,2.49,472
0.31,Ideal,D,VVS2,61.2,56.0,4.35,4.37,2.67,804
0.32,Ideal,G,SI2,62.5,57.0,4.38,4.35,2.73,540
0.3,Ideal,E,VS2,61.8,56.0,4.32,4.29,2.66,844
1.0,Very Good,D,SI1,59.3,61.0,6.45,6.5,3.84,5987
0.72,Ideal,E,SI1,60.5,55.0,5.8,5.86,3.53,3409
1.51,Premium,D,VS2,61.7,58.0,7.33,7.29,4.51,15531
0.91,Premium,G,VS1,60.9,54.0,6.38,6.27,3.85,4510
2.01,Premium,I,VS2,62.1,59.0,7.98,8.06,4.98,15379
0.5,Premium,E,VS2,61.8,58.0,5.09,5.07,3.14,1746
0.51,Ideal,I,VVS2,60.6,56.0,5.18,5.22,3.15,1575
0.3,Ideal,G,VS1,61.8,55.0,4.31,4.33,2.67,605
1.5,Very Good,J,VVS2,62.9,58.0,7.25,7.31,4.58,8622
0.31,Ideal,F,VVS2,61.2,56.0,4.4,4.43,2.7,716
2.06,Good,J,SI1,64.1,56.0,7.97,8.09,5.15,11746
0.5,Very Good,D,SI1,62.5,58.0,5.06,4.98,3.14,1231
1.23,Ideal,F,VVS2,61.8,56.0,6.89,6.84,4.24,11141
0.7,Ideal,I,VS2,62.5,56.0,5.66,5.7,3.55,2232
1.01,Ideal,G,SI2,61.7,56.0,6.47,6.43,3.98,4260
1.3,Ideal,G,VS1,62.0,55.0,6.98,7.02,4.34,10038
0.31,Ideal,D,VS1,62.1,56.0,4.3,4.36,2.69,704
0.91,Premium,G,SI2,60.1,62.0,6.24,6.2,3.73,3047
0.31,Ideal,E,VVS1,62.3,57.0,4.32,4.35,2.7,936
0.55,Ideal,D,VS2,61.0,56.0,5.28,5.31,3.23,1645
1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,4168
0.4,Premium,H,SI1,62.6,58.0,4.72,4.68,2.94,855
0.7,Very Good,H,SI2,60.0,60.0,5.76,5.8,3.47,2077
0.5,Ideal,F,SI1,60.2,63.0,5.12,5.15,3.09,1374
0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,1024
0.8,Very Good,G,VS1,62.7,56.0,5.9,5.94,3.71,3673
0.92,Fair,F,SI2,65.3,58.0,6.08,6.04,3.96,3282
2.19,Premium,H,SI2,61.7,58.0,8.38,8.28,5.14,17554
0.42,Ideal,F,VVS1,61.3,56.0,4.82,4.83,2.96,1326
0.58,Ideal,G,VS2,60.0,56.0,5.45,5.48,3.28,1761
0.51,Good,F,SI1,64.0,57.0,5.06,5.01,3.22,1274
0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,1007
2.01,Very Good,H,SI2,63.3,60.0,7.84,7.77,4.94,10772
2.33,Ideal,I,VS2,62.4,57.0,8.52,8.47,5.31,15073
0.31,Ideal,F,VS1,61.1,57.0,4.34,4.36,2.66,729
0.74,Premium,F,SI1,60.7,59.0,5.85,5.82,3.54,2415
0.61,Ideal,F,VS1,62.3,55.0,5.46,5.49,3.41,2366
0.7,Ideal,I,VS1,61.8,55.0,5.67,5.72,3.52,2469
1.5,Very Good,E,SI1,60.5,63.0,7.42,7.35,4.48,10046
0.42,Premium,H,VVS2,62.4,55.0,4.81,4.78,2.99,984
0.54,Very Good,H,VS2,62.6,58.0,5.16,5.19,3.24,1338
0.7,Premium,F,SI2,61.6,60.0,5.78,5.68,3.53,1597
1.77,Premium,J,SI1,61.3,59.0,7.83,7.71,4.76,9704
1.12,Premium,I,SI1,60.8,57.0,6.76,6.7,4.09,4704
1.02,Very Good,H,VS1,62.8,59.0,6.34,6.47,4.02,5598
0.23,Very Good,E,VVS2,61.1,62.0,3.92,3.94,2.4,485
0.51,Very Good,F,VVS2,62.0,55.0,5.11,5.14,3.17,2041
0.34,Premium,I,VS1,61.0,60.0,4.48,4.51,2.74,537
0.58,Ideal,F,SI1,60.9,55.0,5.39,5.41,3.29,1569
0.26,Premium,E,VVS1,61.7,59.0,4.14,4.1,2.54,769
1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,6013
0.31,Ideal,E,VS2,62.3,57.0,4.32,4.35,2.7,680
0.9,Premium,E,SI2,61.7,58.0,6.18,6.11,3.79,3830
2.06,Premium,I,VS1,58.4,55.0,8.42,8.35,4.9,15393
0.23,Very Good,H,VVS2,59.2,61.0,4.0,4.04,2.38,389
1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,4478
0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,3501
1.57,Premium,I,VS2,62.2,58.0,7.43,7.35,4.59,7755
0.24,Premium,E,VVS1,60.6,59.0,4.02,4.0,2.43,668
0.31,Very Good,G,VS1,63.2,56.0,4.32,4.29,2.72,802
0.32,Ideal,F,VS2,62.5,56.0,4.38,4.36,2.73,828
0.37,Premium,G,IF,59.8,58.0,4.71,4.69,2.81,1064
0.5,Ideal,D,VS1,61.0,56.0,5.13,5.17,3.14,1893
0.4,Premium,G,VVS1,61.5,58.0,4.69,4.74,2.9,1123
1.69,Premium,I,VS2,62.4,58.0,7.66,7.53,4.74,10600
0.57,Premium,F,VS2,60.3,58.0,5.44,5.4,3.27,1847
1.2,Ideal,H,VS2,59.9,57.0,6.91,6.87,4.13,6487
0.41,Ideal,D,VS1,61.0,57.0,4.82,4.78,2.93,1230
1.21,Good,G,VS1,63.6,56.0,6.8,6.72,4.3,8741
1.0,Premium,E,SI1,59.7,57.0,6.56,6.48,3.89,5322
1.52,Premium,D,SI1,59.5,61.0,7.5,7.43,4.44,12823
1.72,Good,F,SI1,63.2,61.0,7.57,7.62,4.8,13499
1.51,Premium,H,VS2,60.7,58.0,7.45,7.4,4.51,10685
0.42,Ideal,H,SI1,61.7,55.0,4.84,4.85,2.99,885
0.61,Ideal,E,VS1,61.6,57.0,5.42,5.45,3.35,2161
0.36,Ideal,H,VS2,61.4,57.0,4.59,4.63,2.83,587
0.54,Premium,G,VS2,61.0,60.0,5.24,5.18,3.18,1637
1.02,Very Good,D,SI1,64.2,58.0,6.32,6.35,4.07,5803
0.45,Good,G,VS1,60.7,60.4,4.94,4.98,3.01,1246
0.38,Premium,H,VS1,61.6,58.0,4.7,4.65,2.88,983
1.01,Good,D,VS2,64.2,60.0,6.32,6.35,4.07,6066
0.7,Fair,H,VS2,,58.0,5.87,5.89,3.35,1981
1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,7072
1.01,Good,F,VS1,59.0,62.0,6.56,6.6,3.88,6794
0.29,Very Good,G,VVS2,61.9,56.0,4.27,4.3,2.65,541
1.26,Good,J,SI1,63.9,58.0,6.78,6.74,4.32,4255
0.4,Ideal,D,VVS2,61.3,56.0,4.75,4.78,2.92,1263
1.32,Premium,J,VS2,60.4,58.0,7.11,7.14,4.3,5800
1.0,Premium,E,SI2,58.5,61.0,6.52,6.48,3.8,4202
1.53,Ideal,H,SI1,59.8,59.0,7.48,7.54,4.49,10063
1.52,Ideal,G,VS2,62.8,54.0,7.3,7.36,4.61,13809
0.28,Very Good,E,VVS1,62.1,57.0,4.17,4.21,2.6,707
1.0,Very Good,D,VS1,60.5,59.0,6.43,6.46,3.9,8077
2.05,Ideal,J,VVS2,62.7,56.0,8.18,8.11,5.11,17214
1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5508
1.13,Ideal,G,VS1,61.7,54.0,6.77,6.71,4.16,7404
0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,619
1.5,Fair,E,SI2,66.3,60.0,7.09,7.02,4.68,10080
1.04,Premium,G,VS1,60.2,58.0,6.65,6.64,4.0,6360
0.91,Ideal,H,VS2,62.4,56.0,6.2,6.14,3.85,4678
0.74,Ideal,G,VVS2,62.2,57.0,5.75,5.79,3.59,3462
0.4,Premium,H,SI1,61.9,57.0,4.75,4.71,2.93,969
1.07,Ideal,G,VS1,61.8,55.0,6.59,6.55,4.06,7198
0.53,Ideal,D,VS2,61.4,55.0,5.21,5.25,3.21,1857
0.8,Very Good,F,SI2,61.0,60.0,5.95,5.98,3.64,2460
0.42,Ideal,I,VS1,62.0,55.0,4.83,4.85,3.0,773
0.7,Very Good,F,SI1,63.5,59.0,5.59,5.65,3.57,2264
0.34,Ideal,F,VVS1,62.0,56.0,4.45,4.49,2.77,967
0.72,Good,F,SI1,63.9,62.0,5.7,5.63,3.62,2188
1.34,Ideal,H,VS2,60.8,55.0,7.18,7.12,4.35,7999
0.7,Premium,J,VS2,61.2,60.0,5.7,5.73,3.5,1843
1.07,Good,J,VS2,61.7,57.7,6.55,6.58,4.05,4602
1.38,Premium,J,VS2,60.2,59.0,7.29,7.19,4.36,6175
1.31,Ideal,H,VS1,61.5,56.0,7.06,7.0,4.32,8583
0.36,Ideal,F,IF,61.4,56.0,4.57,4.61,2.82,1063
0.4,Good,E,SI1,63.5,56.0,4.67,4.72,2.98,737
0.74,Very Good,F,SI2,63.1,55.0,5.77,5.74,3.63,2261
0.39,Fair,G,IF,,61.0,4.83,4.88,2.77,1127
1.01,Premium,E,SI2,62.6,59.0,6.36,6.39,3.99,4666
2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,12196
0.31,Premium,I,SI1,60.7,58.0,4.42,4.38,2.67,593
1.05,Ideal,I,VS2,62.2,55.8,6.49,6.52,4.04,6279
1.03,Very Good,H,SI2,63.1,56.0,6.43,6.38,4.04,3288
0.23,Very Good,F,VVS1,62.8,54.0,3.92,3.94,2.47,583
0.3,Good,D,VVS2,61.6,63.0,4.23,4.27,2.62,719
1.01,Very Good,D,SI1,63.2,58.0,6.28,6.34,3.99,5654
1.11,Ideal,G,SI1,62.6,57.0,6.64,6.56,4.13,5428
0.35,Very Good,D,VS2,62.8,58.0,4.47,4.51,2.82,685
0.7,Very Good,D,SI2,63.7,58.0,5.56,5.62,3.56,2104
0.3,Ideal,E,VS2,61.5,55.0,4.29,4.33,2.65,658
0.33,Ideal,D,SI2,61.1,57.0,4.5,4.47,2.74,631
1.34,Very Good,I,SI1,61.1,59.0,7.05,7.12,4.33,6763
0.4,Ideal,G,VVS2,62.4,56.0,4.74,4.72,2.95,1050
0.53,Premium,D,SI1,60.0,58.0,5.24,5.29,3.16,1631
1.0,Premium,G,VVS1,62.1,59.0,6.29,6.4,3.94,8008
1.0,Ideal,H,SI1,61.4,55.0,6.49,6.44,3.97,4676
0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,1154
1.5,Good,G,VS2,61.4,58.8,7.32,7.37,4.5,13307
0.5,Premium,I,SI1,61.7,58.0,5.09,5.15,3.16,965
1.2,Ideal,G,VVS2,61.2,56.0,6.92,6.89,4.23,10846
1.5,Good,H,VS1,63.8,61.0,7.17,7.12,4.56,9878
1.01,Premium,G,VS1,60.8,58.0,6.44,6.51,3.94,6499
0.57,Ideal,G,VVS2,61.9,56.0,5.29,5.3,3.28,2039
1.01,Very Good,F,SI2,60.0,55.0,6.56,6.53,3.93,4425
0.52,Ideal,E,SI1,61.4,57.0,5.18,5.15,3.17,1429
0.32,Good,D,SI1,63.6,56.0,4.34,4.37,2.77,589
2.29,Premium,J,IF,61.4,60.0,8.45,8.49,5.2,18426
0.35,Ideal,H,IF,62.1,54.0,4.55,4.59,2.84,887
0.93,Very Good,G,SI1,62.3,58.0,6.2,6.29,3.9,4144
1.12,Premium,I,VS2,62.4,58.0,6.63,6.59,4.13,4321
1.51,Good,I,SI2,63.6,60.0,7.27,7.23,4.61,7957
1.51,Premium,H,VS1,62.4,60.0,7.34,7.27,4.56,10939
1.22,Ideal,G,VS1,60.7,57.0,6.94,6.93,4.21,9166
0.9,Premium,F,SI2,62.7,58.0,6.16,6.09,3.84,3780
0.31,Ideal,E,VS2,61.8,55.0,4.35,4.39,2.7,680
0.3,Ideal,F,VS2,62.7,57.0,4.27,4.31,2.69,605
0.66,Premium,E,SI1,61.1,56.0,5.68,5.62,3.45,1708
1.5,Very Good,G,SI2,58.5,62.0,7.4,7.44,4.34,8580
1.11,Ideal,G,VS1,61.4,57.0,6.68,6.65,4.09,8112
0.3,Ideal,F,VVS1,61.5,58.0,4.3,4.32,2.65,814
1.51,Good,F,VS2,62.0,59.0,7.18,7.37,4.51,13819
1.1,Ideal,H,SI2,61.9,56.0,6.65,6.63,4.11,4250
1.01,Very Good,H,SI1,62.3,57.0,6.36,6.42,3.98,4306
2.04,Premium,H,SI1,58.1,60.0,8.37,8.28,4.84,18795
0.5,Ideal,E,VS2,60.0,57.0,5.12,5.15,3.08,1624
0.3,Ideal,H,VVS2,62.2,57.0,4.29,4.26,2.66,776
1.27,Good,J,VS1,63.4,60.0,6.8,6.85,4.33,5588
1.11,Premium,G,VS2,62.3,58.0,6.65,6.61,4.13,6713
0.4,Ideal,E,SI1,62.2,55.0,4.75,4.71,2.94,945
1.3,Very Good,H,SI1,63.4,57.0,6.93,6.88,4.38,6307
1.23,Premium,H,SI2,62.1,61.0,6.86,6.79,4.24,5648
1.73,Ideal,E,SI1,61.9,57.0,7.74,7.66,4.77,15842
0.27,Very Good,E,VVS1,59.9,57.0,4.23,4.25,2.54,620
0.55,Ideal,I,IF,60.1,56.0,5.33,5.38,3.22,2098
0.31,Ideal,D,VS2,61.6,57.0,4.36,4.38,2.69,734
1.02,Premium,E,SI1,61.5,58.0,6.51,6.46,3.99,5278
0.26,Ideal,E,VVS2,62.3,57.0,4.06,4.09,2.54,599
0.5,Premium,D,SI2,62.1,57.0,5.12,5.09,3.17,1279
1.18,Very Good,F,VVS1,60.4,59.0,6.82,6.86,4.13,12175
0.51,Good,G,VS2,63.9,56.0,5.07,5.1,3.25,1343
1.51,Premium,F,VS2,59.1,60.0,7.52,7.45,4.42,15253
1.23,Very Good,F,SI2,60.9,58.0,6.93,6.96,4.23,4661
0.43,Ideal,G,IF,61.8,55.0,4.85,4.89,3.01,1433
0.38,Very Good,F,SI2,,61.0,4.61,4.67,2.83,600
0.32,Good,D,SI1,63.8,56.0,4.35,4.33,2.77,756
1.01,Very Good,G,VVS2,63.0,59.0,6.34,6.41,4.01,6843
0.41,Ideal,E,SI1,62.6,57.0,4.73,4.72,2.96,969
1.13,Ideal,H,VS2,62.0,57.0,6.61,6.69,4.12,6045
0.9,Premium,G,SI2,59.5,61.0,6.33,6.28,3.75,3326
1.25,Ideal,H,SI2,62.8,55.0,6.87,6.82,4.3,5880
0.32,Good,E,VS2,64.1,54.0,4.32,4.36,2.78,658
1.64,Premium,E,SI1,59.5,58.0,7.64,7.72,4.57,14107
0.92,Premium,E,SI1,59.8,59.0,6.33,6.37,3.8,4562
0.31,Ideal,I,IF,61.7,55.0,4.36,4.39,2.7,635
0.3,Ideal,H,SI1,62.2,57.0,4.26,4.29,2.66,450
1.04,Premium,D,SI2,62.4,56.0,6.5,6.45,4.04,5292
2.51,Premium,J,SI1,59.6,60.0,8.84,8.79,5.25,17452
0.3,Premium,D,VS1,59.7,58.0,4.39,4.32,2.6,848
0.31,Premium,J,VS2,62.5,60.0,4.36,4.31,2.71,488
1.3,Ideal,G,VS1,62.4,56.0,7.03,6.95,4.36,6928
1.02,Ideal,G,VVS2,61.1,57.0,6.48,6.51,3.97,7898
0.5,Fair,F,I1,71.0,57.0,4.87,4.79,3.43,613
0.9,Very Good,H,VS2,61.6,63.0,6.14,6.1,3.77,3810
0.32,Good,I,SI1,63.9,55.0,4.36,4.34,2.78,554
0.5,Premium,F,VS1,62.0,58.0,5.1,5.03,3.14,1838
1.37,Very Good,H,VS1,62.0,59.0,7.08,7.12,4.4,9046
1.0,Very Good,F,VS2,63.3,55.0,6.34,6.29,4.0,6382
0.55,Ideal,E,SI2,62.0,56.0,5.27,5.22,3.25,1273
0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,988
0.71,Ideal,G,SI1,61.6,57.0,5.73,5.76,3.54,3007
0.41,Ideal,H,VVS1,61.4,56.0,4.8,4.77,2.94,1115
0.9,Premium,G,I1,61.3,59.0,6.2,6.15,3.78,1777
0.64,Very Good,D,SI2,62.8,54.0,5.5,5.52,3.46,1629
0.41,Premium,F,VVS2,60.1,58.0,4.79,4.83,2.89,1115
0.3,Ideal,D,VVS2,61.5,55.0,4.34,4.38,2.68,1041
0.34,Very Good,E,SI1,60.3,57.0,4.53,4.56,2.74,596
0.52,Ideal,F,VVS2,61.5,55.0,5.17,5.21,3.19,2092
0.92,Premium,F,I1,60.7,58.0,6.29,6.26,3.81,2607
0.66,Premium,F,SI1,60.6,58.0,5.69,5.63,3.43,1802
0.53,Very Good,F,VS2,63.4,56.0,5.16,5.13,3.26,1636
1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,8950
1.03,Ideal,G,VS2,61.6,55.0,6.49,6.54,4.01,7064
0.37,Ideal,E,VS1,61.2,56.0,4.64,4.67,2.85,876
